capture	"<h3>分析词义</h3>
<p>""Capture""作为动词时，有抓住、捕获、占领的含义。例如，动物被捕获(Capture an animal)，夺取城市(Capture a city)。作为名词时，指被捕获的物，例如猎物。</p>
<h3>列举例句</h3>
<ol>
<li>
<p>The police were able to capture the criminal. (警察成功地捕获了罪犯。)</p>
</li>
<li>
<p>The photographers will capture the wedding ceremony. (摄影师将记录婚礼的场景。)</p>
</li>
<li>
<p>His artwork captures the essence of her beauty. (他的作品捕捉到她的美的精髓。)</p>
</li>
</ol>
<h3>词根分析</h3>
<p>Capture 字源自拉丁语 captura，意为 ""捕获""，由词根capt- (捕获)构成。</p>
<h3>词缀分析</h3>
<p>此单词的词根是-capt-，前缀无，后缀-ure表现形式。与其含义相同或相近又包含该词根的其他单词有：captive, captor, captivate。</p>
<h3>发展历史和文化背景</h3>
<p>""Capture""源自法语“capture”，意为抓住，捕获。从中世纪拉丁语""captura""衍生，原意为捕捉。这个词大约在14世纪传入英语。</p>
<h3>单词变形</h3>
<ul>
<li>名词形式：Capture → Captures</li>
<li>动词形式：Capture → Captured → Capturing</li>
<li>名词形式的中文翻译：捕获、猎物</li>
<li>动词形式的中文翻译：捕获</li>
</ul>
<h3>记忆辅助</h3>
<p>你可以将""capture""与""captain""这两个单词关联起来，因为他们都有词根-""capt-""， ""captain""的意思是""船长""，常常需要""捕获""船员的注意。</p>
<h3>小故事</h3>
<p>The old hunter was once known for his skillful capture of the rarest animals. Now he only captures the beauty of nature with his camera. (这位老猎人曾因其熟练捕捉最稀有动物的技巧而闻名。现在，他只用相机捕捉大自然的美。)</p>"
reptile	"<p><strong>分析词义:</strong></p>
<p>""Reptile"" 是一个名词，它指的是一类脊椎动物，这一类动物一般有鳞或硬壳，体温随环境变化，像蛇、绿色、龟等都是爬行动物。</p>
<p><strong>列举例句:</strong></p>
<ol>
<li>Snakes and lizards are both types of reptiles. (蛇和蜥蜴都是爬行动物的一种。)</li>
<li>Most reptiles lay eggs, but a few kinds, like the boa constrictor, give live birth. (大多数爬行动物产卵，但是少数几种，如蟒蛇，是胎生的。)</li>
<li>The climate here is too cold for reptiles to live in. (这里的气候太冷了，爬行动物无法生存。)</li>
</ol>
<p><strong>词根分析:</strong></p>
<p>""Reptile"" 中的 ""rept"" 一词根来自于拉丁词 ""reptilis""，意思是""爬的""，而 ""-ile"" 是一个后缀，表示“具备…特性的”。</p>
<p><strong>词缀分析:</strong></p>
<p>一词由词根 “rept” 和后缀 ""-ile"" 组成。后缀 ""-ile"" 用于形容词，表示""有...性质的""。相同词缀的其他单词有：fertile（肥沃的），volatile（易变的）等。</p>
<p><strong>发展历史和文化背景:</strong></p>
<p>""Reptile"" 这个词在英语中首次出现是在14世纪，源自拉丁语中的 ""reptilis""。在很多欧美文化中，由于爬行动物往往与恐惧和神秘相关，它们经常出现在神话和文学中。</p>
<p><strong>单词变形:</strong></p>
<p>""Reptile"" 是一个名词，复数形式为 ""reptiles""，而它的形容词形式是 ""reptilian""。</p>
<p><strong>记忆辅助:</strong></p>
<p>可以通过想象一个爬行动物的形象，以帮助你记住这个词。如：一个没有腿的、满身是鳞片的、在树林中爬行的蛇。</p>
<p><strong>小故事:</strong></p>
<p>In the immense zoo, there was a massive reptile exhibit. Hundreds of different types of reptiles were displayed, from snakes to lizards, all kinds of curious eyes were observing them.<br />
(在大型动物园中，有一个巨大的爬行动物展览。从蛇到蜥蜴，数百种不同的爬行动物都被展出，吸引了各种好奇的目光。)</p>"
intelligible	"<h3>分析词义</h3>
<p>""Intelligible""是一个形容词，它的意思是“可以理解的”或者“清晰的”。当我们想表达某事物，无论是文字、讲话或者一些抽象的概念，都可以很好地被理解或领会时，就可以用""Intelligible""来形容。</p>
<h3>列举例句</h3>
<ol>
<li>
<p>Her handwriting is barely intelligible.<br />
    她的手写字几乎无法辨识。</p>
</li>
<li>
<p>The instructor must have the ability to make complex information intelligible to a non-technical audience.<br />
    讲授者必须有能力使复杂的信息对非技术的听众易于理解。</p>
</li>
<li>
<p>The instructions for the machine are not very intelligible.<br />
    这台机器的使用说明不太清晰。</p>
</li>
</ol>
<h3>词根分析</h3>
<p>""Intelligible""的词根是“intel”，来源于拉丁词根“intellegere”，意为“理解”。而""-ible""是一个后缀，表示“能……的”或者“适合……的”。</p>
<h3>词缀分析</h3>
<p>除了“intel-”这个词根，“intelligible”包含两个重要的词缀。“inter-”表明全部或之间的关系，“-ible”表示代表能够，易于，或适合的动作的形容词后缀。</p>
<h3>发展历史和文化背景</h3>
<p>""Intelligible""这个单词最早出现在14世纪的英语中，是从法语和拉丁语派生出来的。在全球英语使用国家中，“Intelligible”被广泛用于形容复杂的事物变得便于理解，证明了语言和知识传播的重要性。</p>
<h3>单词变形</h3>
<ul>
<li>名词形式: Intelligibility（可理解性）</li>
<li>副词形式: Intelligibly（可理解地）</li>
</ul>
<h3>记忆辅助</h3>
<p>你可以将""Intelligible""和""Intelligence""（智能）联系在一起，因为两者都与理解和认知有关。你可以这么记，只有智能(intelligence)的人，才能把复杂的事物变得易于理解(intelligible)。</p>
<h3>小故事</h3>
<p>Once upon a time, there was a wise man who was famous for his intelligible explanations of very complicated topics. Everyone appreciated his ability to make difficult things understandable.</p>
<p>过去，有一个明智的人，他以讲解复杂话题的方式著名。每个人都欣赏他把难懂的事情变得容易理解的能力。</p>"
resolve	"<p><strong>分析词义</strong><br />
Resolve 这个词主要有两种基本含义：1）解决（问题、争议等）；2）决定，决心（做某事）。它同时具有名词和动词两种形式。</p>
<p><strong>列举例句</strong><br />
1）The government is determined to resolve the crisis. (政府决心解决这个危机。)<br />
2）We must resolve these problems before next week. (我们必须在下周之前解决这些问题。)<br />
3）She resolved to quit smoking. (她下决心戒烟。)</p>
<p><strong>词根分析</strong><br />
Resolve来自拉丁词根""re-""有""back, again""的意思 ""solve""意指""loosen, untie, release, explain""，放在一起就形成了 “untie again or explain again""的含义。</p>
<p><strong>词缀分析</strong><br />
这个单词没有词缀。但我们可以看到其他与""re-""和""-solve""相关的单词，例如：resolute (坚决的), resolution (决定，解决，决议)。</p>
<p><strong>发展历史和文化背景</strong><br />
""Resolve""源于14世纪的拉丁词""resolvere""，有关解决问题、解决决定的历史悠久。在英国和美国的日常生活和商务环境中，""resolve""被经常用来描述解决问题或做决定。</p>
<p><strong>单词变形</strong><br />
Resolve 的主要变形包括：resolves (第三人称单数形式），resolved (过去式），resolving (现在分词），resolution（名词形式）。</p>
<p><strong>记忆辅助</strong><br />
将 resolve 分解为 re- 和 -solve 来理解它：重新(re-)解决(solve)。这有助于你记住这个词的意思。</p>
<p><strong>小故事</strong><br />
John had always been afraid of public speaking, but one day, he resolved to overcome his fear. He enrolled in a speaking course, practiced extensively, and eventually became a confident speaker. (约翰一直害怕公开演讲，但有一天，他决心克服他的恐惧。他报名参加了一个演讲课程，大量练习，最终成为了一个自信的演讲者。)</p>"
habitual	"<h3>分析词义</h3>
<p>""Habitual""是一个形容词，意为“习惯性的，惯常的”，经常用来描述一个人习惯性地做某事或经常处于某种状态。</p>
<h3>列举例句</h3>
<ol>
<li>Smoking has become habitual for him, which is not good for health.（他习惯于吸烟，这对健康不好。）</li>
<li>He made a habitual gesture of scratching his head.（他习惯性地挠头。）</li>
<li>Her habitual reply to any suggestion was, ‘We’ll see’.（她对任何建议的惯常回应都是，“我们再看看”。）</li>
</ol>
<h3>词根分析</h3>
<p>词根habit-源自拉丁文""habeo""，意为""有，持有""。Habitual，带有-al的形容词后缀，意为‘……的，有……性质的’，整个单词的意义就是“有习惯的”。</p>
<h3>词缀分析</h3>
<p>前缀无，词根为habit- ，后缀为 -ual。-ual是形容词后缀，表示“...的”。</p>
<h3>发展历史和文化背景</h3>
<p>""Habitual""一词源自拉丁文 habituālis，表现的是一个持续存在或反复发生的状态，体现了西方文化强调习惯对个体行为和生活方式的影响。</p>
<h3>单词变形</h3>
<p>在改单词中没有具体的变形，如名词、单复数、动词和不同时态、副词。但是有个相应的名词“habit”，意为习惯。</p>
<h3>记忆辅助</h3>
<p>联想记忆：可以联想“habit”（习惯）这个词根，“-ual”这个后缀使得这个词变为形容词，整体理解为“习惯的，习惯性的”。</p>
<h3>小故事</h3>
<p>Lucy, a habitual morning jogger, feels restless without her morning exercise. After her jog, she looks ahead to the rest of the day with great energy.<br />
（露西是个习惯早晨慢跑的人，没有早晨的锻炼她会感到不安。慢跑后，她会以极大的活力迎接接下来的一天。）</p>"
comparative	"<p><strong>分析词义</strong><br />
""Comparative"" 是一个形容词，它的核心含义是“比较的，相较的”。用于描绘两者之间进行对比或具有相互比较性质的事物。</p>
<p><strong>例句</strong></p>
<ol>
<li>It is impossible to make a comparative evaluation without further information. (没有更多信息，就无法做出比较性评估。)</li>
<li>This book is a comparative study of the educational systems in the UK and the US. (这本书是对英国和美国教育系统的比较研究。)</li>
<li>Our prices are competitive when measured on a comparative basis. (从相比较的角度来看，我们的价格是有竞争力的。)</li>
</ol>
<p><strong>词根分析</strong><br />
""Comparative"" 的词根来自于拉丁词 ""comparo""，意思是 ""to compare""（比较）。另外含有一个后缀，""-ative""，这是一个转化为形容词的后缀。<br />
衍生词：“Compare”（比较）、“Comparison” （比较、对照）、 “Comparer” （比较者）</p>
<p><strong>词缀分析</strong><br />
前缀""com-""代表""共同""，词根""par""源于拉丁词 ""par""，意为""equal""（平等），后缀""-ative""用于形成形容词。<br />
含有类似词缀的单词：“cooperative”（协同的）、 ""preparative""（预备的）、""declarative""（陈述的）等。</p>
<p><strong>发展历史和文化背景</strong><br />
""Comparative""这个词最早源于14世纪的法语，其词根是 ""comparatif""，进而发展成为我们今天所使用的英语单词 ""comparative""。</p>
<p><strong>单词变形</strong><br />
名词形式：Comparison（比较、对照）<br />
动词形式：Compare（比较）<br />
副词形式：Comparatively（比较地）<br />
固定搭配：<br />
comparative advantage（比较优势）<br />
comparative study（比较研究）</p>
<p><strong>记忆辅助</strong><br />
这个单词可以被理解为来自""compare""（比较）+ ""-ative""的结构。""compare""你可能已经非常熟悉，而""-ative""是一个非常常见的形容词后缀。所以你只需要记住这个词是""compare""的形容词形式就容易记住了。</p>
<p><strong>小故事</strong><br />
In a small town, two bakeries were always in a comparative battle to outdo each other. It was a continuous attempt to gain a comparative advantage that kept them motivated.<br />
（在一个小镇上，两家面包店总是在比较性的战斗中互相超越。是持续试图获得比较优势的动力，让他们保持了积极向上。）</p>"
nevertheless	"<h2>分析词义</h2>
<p>""Nevertheless"" 是一个副词，用于连接两个想法，表示尽管第一个事实存在，第二个事实仍然有效。等同于 ""however"" 或 ""still""，用于表达对抗或转折。</p>
<h2>列举例句</h2>
<ol>
<li>He was feeling unwell. Nevertheless, he decided to go to work.（他觉得身体不适，然而，他还是决定去工作。）</li>
<li>The sun is shining; nevertheless, it's still cold.（阳光明媚；然而，天气依然很冷。）</li>
<li>They didn't have much time. Nevertheless, they enjoyed themselves thoroughly.（他们时间不多。然而，他们却玩得很开心。）</li>
</ol>
<h2>词根分析</h2>
<p>""Nevertheless"" 并无具体的词根，而是由三个词—""never"", ""the""和""less""连接形成。""Never""表示从未，""the less""表示减小。所以可以理解为“从不减小”，用来强调某个事实的存在和重要性。</p>
<h2>词缀分析</h2>
<p>""Nevertheless"" 是由三个单词组成的，这是一种英语中常见的编词方式, 并无特殊词缀。</p>
<h2>发展历史和文化背景</h2>
<p>""Nevertheless""是一种被广泛使用的正式或书面表达，来自13世纪的中英文，以及17世纪的英文中的 ""the less""，它的广泛使用体现了英语中强调准确表达和对比思想的重要性。</p>
<h2>单词变形</h2>
<p>作为一个副词，""nevertheless"" 没有名词、动词或形容词的变形。它常常用于句首或者句中，连接两个句子。</p>
<h2>记忆辅助</h2>
<p>想象两个相反的事件，其中一个发生了，但是另一个仍然发生了。这个意思帮助你记住 ""nevertheless"" 的用法和含义。</p>
<h2>小故事</h2>
<p>There was a young boy who didn't perform well in his math tests. His parents were worried, but he wasn't. Nevertheless, he studied hard to prove his ability and eventually excelled in math.<br />
有一个小男孩，他的数学考试表现不佳。他的父母很担忧，但他并不在乎。然而，他为了证明自己的能力而努力学习，并最终在数学上表现出色。</p>"
blast	"<h3>分析词义</h3>
<ul>
<li>""Blast"" 作为名词，基本含义是“强烈的冲击波”，“爆炸”，或者“突发的强烈气流”。作为动词，它的意思可以是“炸毁”，“爆炸”，或 ”以强烈气流吹”，也有“严厉批评”的意思。</li>
</ul>
<h3>列举例句</h3>
<ol>
<li>There was a loud blast as the rocket launched into space. (火箭发射进入太空时发出了一声巨大的爆炸声。)</li>
<li>They're going to blast the old building to make way for the new road. (他们将炸毁老建筑以便为新路腾出空间。)</li>
<li>He blasted his opponent with severe criticism. (他严厉地批评了他的对手。)</li>
</ol>
<h3>词根分析</h3>
<ul>
<li>""Blast"" 这个单词来自于古英语的 ""blæst""，意为“冲击波，强烈的气流”。</li>
</ul>
<h3>词缀分析</h3>
<ul>
<li>""Blast"" 是一个基础单词,无前缀或后缀。</li>
</ul>
<h3>发展历史和文化背景</h3>
<ul>
<li>在20世纪后期，""blast"" 在施工中常常用来表述炸毁旧的建筑物以建立新的设施，因此，这个词常常与进步和现代化的概念联系在一起。</li>
</ul>
<h3>单词变形</h3>
<ul>
<li>复数形式：blasts。</li>
<li>形容词：“blasting”，例如 blasting criticism（严厉的批评）。</li>
<li>""Blast off"" 是一个固定搭配，经常用于描述火箭发射。</li>
</ul>
<h3>记忆辅助</h3>
<ul>
<li>你可以通过将 ""blast"" 与发射火箭的场景联系在一起来记忆它的含义，想象火箭爆炸后向太空冲去的情景。</li>
</ul>
<h3>小故事</h3>
<ul>
<li>The old factory was a blemish on the city's modern skyline. Finally, the day came for it to be blasted. The powerful blast brought it down, making way for a new garden. (这座老工厂玷污了城市的现代天际线，终于到了将其炸毁的一天，强大的爆炸将它摧毁，为新花园让出了空间。)</li>
</ul>"
compensation	"<p><strong>分析词义</strong></p>
<p>""Compensation""（赔偿）在英语中被广泛使用，主要有两种含义。首先，它可以指将损失（如健康、财产、时间等）进行补偿或弥补。其次，它还可以用于指代工资或薪水等工作报酬。</p>
<p><strong>列举例句</strong></p>
<ol>
<li>His diligent work warrants a higher compensation from the company.（他的勤奋工作应从公司得到更高的报酬。）</li>
<li>They received $10,000 as compensation for the damage to their car.（他们收到了1万美元为他们汽车的损失作为赔偿。）</li>
<li>The union negotiated the workers' compensation with the management.（工会与管理层就员工的工资问题进行谈判。）</li>
</ol>
<p><strong>词根分析</strong></p>
<p>""Compensation""的词根是来自拉丁词根 ""compensare""，它的意思是“用一个东西来衡量或抵消另一个东西”，是由 ""com-""（意为“一起”）和""pensare""（意为“衡量”或“支付”）组成。</p>
<p><strong>词缀分析</strong></p>
<p>这是由词根 ""compens-"" 和后缀 ""-ation"" 组成的词。 ""-ation"" 是一个用于形成名词的后缀，特别是表动作、结果、工具、方法、状态等。</p>
<p><strong>发展历史和文化背景</strong></p>
<p>“compensation”这一词汇源自14世纪，被用来表示“ 以一种方式或物品，衡量、抵消或支付另一种方式或物品”，这种含义之后促使“compensation”在工资，报酬等有关付款的情况下被广泛采用。</p>
<p><strong>单词变形</strong></p>
<p>扩展形式：</p>
<ol>
<li>Overcompensation（过度补偿）</li>
<li>Undercompensation（不足补偿）</li>
<li>Compensation plan/program（补偿计划/方案）</li>
</ol>
<p><strong>记忆辅助</strong></p>
<p>“compensation”与“补偿、赔偿”这些词语在语义上有很大的相似性，所以你可以将它们联系起来帮助记忆。同时，也可以利用图像记忆，想象一个从保险公司获得损害赔偿的场景，以帮助记忆这个词。</p>
<p><strong>小故事</strong></p>
<p>John, the storekeeper, was awakened by a loud crash late at night. His store was robbed. Fortunately, his insurance company agreed to give him full compensation.（杂货店老板约翰在深夜被一声巨响吵醒。他的店铺被抢了。幸运的是，他的保险公司同意给他全额赔偿。）</p>"
vegetation	"<h3>分析词义</h3>
<p>""Vegetation"" 是一个英语名词，指的是一个地区或环境中所有的植物生物的总体。有时也特指某一特定类型的植物群落，例如""森林植被""、""草原植被""等。</p>
<h3>列举例句</h3>
<ol>
<li>
<p>The lush vegetation provides a habitat for many different species of animals.<br />
    这片茂密的植被为许多不同的动物种类提供了栖息地。</p>
</li>
<li>
<p>Rapid urbanization has led to a decrease in the area of natural vegetation.<br />
    快速的城市化导致了自然植被区域的减少。</p>
</li>
<li>
<p>Climate change can significantly impact the local vegetation.<br />
    气候变化会对当地的植被产生重大影响。</p>
</li>
</ol>
<h3>词根分析</h3>
<p>""Vegetation"" 的词根来自拉丁词 ""vegetare"" ，意为 ""活跃""，“生长”。</p>
<h3>词缀分析</h3>
<p>""Vegetation"" 使用了前缀 ""veg-"" ，这个前缀基于根词 ""vegetare""。而后缀 ""-ation"" 是表示""动作或过程""的后缀，常见于动词变名词，如 operation, relation 等。</p>
<h3>发展历史和文化背景</h3>
<p>""Vegetation"" 这个词汇在中世纪早期的拉丁语中首次出现，原意是""激动""或""活跃""。随着时间的推移，这个词逐渐演变，用于描述植物的生长和繁茂，即代表""植被""。</p>
<h3>单词变形</h3>
<ul>
<li>单数形式：vegetation</li>
<li>复数形式：vegetations（不常用，因为 ""vegetation"" 通常用作集合名词）</li>
<li>到目前为止，无法找到直接相关的动词或形容词形式。</li>
</ul>
<h3>记忆辅助</h3>
<p>可以通过联想""vege-""和 ""vegetable""（蔬菜）来记忆该词，因为它们都与植物相关，又都含有""vege-""。</p>
<h3>小故事</h3>
<p>Once upon a time, an abandoned factory was swallowed by vegetation. This place became a fresh oasis in the concrete city.<br />
曾经有一个被废弃的工厂被植被吞噬。这个地方在混凝土城市中成为了一个新鲜的绿洲。</p>"
density	"<h3>分析词义</h3>
<p>""Density"" 是一个英文名词，指的是物体的密度或者聚集的程度。大多数物理现象以密度为基础，包括物体的质量密度，人口密度，电子密度等。</p>
<h3>列举例句</h3>
<ol>
<li>This material has a high density.（这种材料密度很大。）</li>
<li>The density of population in some cities is remarkably high. （一些城市的人口密度非常高。）</li>
<li>The density of trees in this forest is low.（这片森林的树木密度很低。）</li>
</ol>
<h3>词根分析</h3>
<p>""Den-"" 是这个词的词根，来自拉丁词 ""densus""，意为“厚或密”。我们可以看到其他由这个词根衍生出的词，例如 ""condense"" （浓缩）和 ""dense""（密集的）。</p>
<h3>词缀分析</h3>
<p>对于 ""density""，其后缀 ""-ity"" 是一个常用的名词后缀，表示状态或状态的度量，类似的词有 ""gravity""（重力），""intensity""（强度）。</p>
<h3>发展历史和文化背景</h3>
<p>""Density"" 这个词是在14世纪从拉丁词 ""densus"" 演变而来的，最初在中世纪的拉丁语文献中使用，为了描述物质的厚度，后来逐渐发展为描述物质的密度。</p>
<h3>单词变形</h3>
<p>""Density"" 的相关词形有 ""dense""（形容词，译为“密集的”），和 ""densely"" （副词，译为“密集地”）。</p>
<h3>记忆辅助</h3>
<p>记住 ""density"" 这个单词，我们可以通过联想方法，例如，当我们想到“密度”时，就可以想象一个密集的场景，如人群密集，物质密度大等。这样就更容易记住 ""density"" 的意思。</p>
<h3>小故事</h3>
<p>In a forest with a high density of trees, a little bird built its house.（在一片树木密度很大的森林中，一只小鸟筑巢过家。）</p>
<p>在一片树木密度很大的森林中，一只小鸟筑巢过家。</p>"
restrain	"<p><strong>词义分析</strong><br />
""Restrain"" 是一个动词，主要意思是""阻止""，""限制""，""抑制""，或""控制""。</p>
<p><strong>例句</strong></p>
<ol>
<li>I had to restrain myself from shouting at him. (我必须控制自己不对他大声喊叫。)</li>
<li>Only use physical restraint as a last resort. (只在最后一步采取身体硬性控制。)</li>
<li>The law can restrain certain types of activity. (法律可以限制某些类型的活动。)</li>
</ol>
<p><strong>词根分析</strong><br />
Islam comes from the Latin words ""re-"" (back) and ""stringere"" (bind or draw tight)，so the root of the word is ""restringere""。</p>
<p><strong>词缀分析</strong><br />
re- 是前缀，意思是""回，再""； -strain 来自拉丁语词根 stringere，意思是""拉紧""，""束缚""。因此， ""restrain"" 全体的意思是""再次束缚""或""阻止""。</p>
<p><strong>发展历史和文化背景</strong><br />
""Restrain"" 来自法语 ""restraindre,"" 其源于拉丁语 ""restringere""。这个词最初在14世纪的英语中出现，意为""以强制力或法力限制或束缚""。现在，它主要用于指代阻止或限制某个行为的发生。</p>
<p><strong>单词变形</strong></p>
<ul>
<li>Restrain (动词现在时)</li>
<li>Restrained (动词过去式和过去分词)</li>
<li>Restraining (现在分词，形容词，动名词)</li>
<li>Restrains (动词第三人称单数)<br />
    固定短语：Restrain from doing something (阻止做某事）</li>
</ul>
<p><strong>记忆辅助</strong><br />
把 ""restrain"" 想象成 ""re（再）"" + ""strain（紧张的，绷紧的）""，再次使紧张，也就是通过使人紧张来阻止或限制他们的行为。</p>
<p><strong>小故事</strong><br />
Sam had an impulse to eat all the candies, but he restrained himself thinking about his health. (Sam 冲动想把所有的糖果都吃掉，但他考虑到自己的健康，抑制住了自己。)<br />
萨姆想要把所有的糖果都吃了，但他考虑到自己的健康，控制住了自己。</p>"
acknowledge	"<p><strong>分析词义</strong><br />
英文单词 ""acknowledge"" 是一种动词，表示接收、确认或承认某事。通常在确认接收到信息或承认事实或权威时使用。</p>
<p><strong>例句</strong></p>
<ol>
<li>I hereby acknowledge receipt of your letter. (我特此确认收到你的信。)</li>
<li>She acknowledged that she was guilty. (她承认她有罪。)</li>
<li>We must acknowledge the importance of his role in the success of the project. (我们必须承认他在项目成功中的重要性。)</li>
</ol>
<p><strong>词根分析</strong><br />
""acknowledge"" 的词根是 ""know""，在文字学上表示知道，识别。""ack-"" 是前缀，起强调作用。</p>
<p><strong>词缀分析</strong><br />
除了 ""know"" 这个词根，""acknowledge"" 还有前缀 “ack-” 和后缀 “-ledge”，其中 ""-ledge"" 在许多单词中都可以找到具有与知识、知识状态有关的含义，例如在 “knowledge”（知识）中。</p>
<p><strong>发展历史和文化背景</strong><br />
""acknowledge"" 起源于老英语 ""cnawan""（意为知道或承认），其中 ""ac-"" 是加强的前缀，使单词有接收或接受的含义。</p>
<p><strong>单词变形</strong><br />
""acknowledge"" 基本上没有变形，因为它主要用作动词。</p>
<p><strong>记忆辅助</strong><br />
你可以通过分解它来帮助你记住 ""acknowledge""，记住 ""ack-"" 是表示接受或确认的前缀，而 ""-nowledge"" 与 ""knowledge""（知识）发音相似，可能让你想起承认或接受一种知识或事实。</p>
<p><strong>小故事</strong><br />
In a competition, Tom lost to his competitor, Jerry. He unfortunately acknowledged his defeat and promised to try harder next time. (在一场比赛中，汤姆输给了竞争对手杰瑞。他不幸地承认了他的失败，并承诺下次会更努力。)</p>"
terrify	"<h3>分析词义</h3>
<p>""Terrify"" 是一个英语动词，意思是使人极度恐惧或害怕。当你害怕到极致，感到非常恐怖时，就可以说你被""terrified""。对应的中文意思就是“使害怕，吓到”。</p>
<h3>列举例句</h3>
<ol>
<li>The loud noise in the middle of the night terrified me. （半夜的巨大噪音把我吓到了。）</li>
<li>The prospect of speaking in public terrifies her. （公众演讲的前景让她感到非常害怕。）</li>
<li>The movie was absolutely terrifying. （这部电影真的很恐怖。）</li>
</ol>
<h3>词根分析</h3>
<p>""Terrify"" 的词根是 ""terr-"", 来自拉丁语""terrere""，意思是“使害怕”。其他衍生出来的单词如：terrific（可怕的，极好的）, terror（恐怖）等。</p>
<h3>词缀分析</h3>
<p>""Terrify"" 中的 ""-ify"" 是一个常见的后缀，表示“使得，使成为”。例如，classify（分类），magnify（放大）。</p>
<h3>发展历史和文化背景</h3>
<p>""Terrify""来源于15世纪的英语，直接源于拉丁语词根 ""terrere""，在很多不同的语境和情绪中使用，一般是用来表达一种强烈的恐怖或害怕的情绪。</p>
<h3>单词变形</h3>
<p>动词：terrify（使恐怖）<br />
名词：terror（恐怖，恐怖的人或事物）<br />
形容词：terrifying（令人恐怖的）<br />
副词：terrifyingly（令人恐怖地）</p>
<h3>记忆辅助</h3>
<p>可以通过联想法记住这个单词，例如""terrify""的前半部分 ""terr-"" 和 ""terrible""（可怕的）撞音，都有恐怖、可怕的含义。</p>
<h3>小故事</h3>
<p>Every Halloween, Jack loved to terrify his friends with spooky stories and creepy costumes. He was more thrilled than terrified himself.</p>
<p>每个万圣节，杰克都喜欢用吓人的故事和诡异的服装去恐吓他的朋友们。他自己比被吓到更加兴奋。</p>"
fibre	"<p>当然，非常高兴为你分析单词 ""fibre""。</p>
<h3>分析词义</h3>
<p>""Fibre"" 是英式英语中的词，美式英语中通常写作 ""fiber""。以下是 ""fibre"" 的释义：</p>
<ol>
<li>（食物中的）纤维</li>
<li>纤维物质（如在纺织品中）</li>
<li>（人的）性格，品质</li>
</ol>
<h3>列举例句</h3>
<ol>
<li>High fibre diet helps to prevent constipation. (""高纤维饮食有助于防止便秘。"")</li>
<li>The sweater is made of natural fibres. (""这件毛衣是由天然纤维制成的。"")</li>
<li>He doesn't have the fibre for such a demanding job. (""他没有胜任如此高强度工作的气质。"")</li>
</ol>
<h3>词根分析</h3>
<p>""Fibre"" 来自拉丁语词根 ""fibra""，表示 ""线，纤维""。</p>
<h3>词缀分析</h3>
<p>""Fibre"" 是基础词，没有词缀。</p>
<h3>发展历史和文化背景</h3>
<p>""Fibre"" 自14世纪以来一直存在，它来自拉丁文的 ""fibra""，意为 ""线束，纤维，肌纤维""。</p>
<h3>单词变形</h3>
<p>""Fibre"" 是名词，其复数形式为 ""fibres""。</p>
<p>名称搭配如：dietary fibre（食品中的纤维）、natural fibre（天然纤维）</p>
<h3>记忆辅助</h3>
<p>你可以将 ""fibre"" 和 ""fiber"" 两词关联起来记忆（因为它们的含义相同，只是在不同的地区拼写不同），并将 ""fibre"" 和 ""fabrics"" 一起记忆，由于它们都涉及到纺织业。</p>
<h3>小故事</h3>
<p>Here's a mini story: Emma loves her high-fibre breakfast. It includes oats, bananas, strawberries, and a mix of flax and chia seeds. She believes in starting her day with plenty of fibre.</p>
<p>这是一个微型的故事：艾玛很喜欢她的富含纤维的早餐。它包括燕麦，香蕉，草莓，和亚麻与奇亚籽的混合。她相信从大量的纤维开始她的一天。</p>"
partial	"<p><strong>分析词义</strong><br />
""Partial""是一个形容词，表示""部分的、不完全的""。它还有一个意思是""偏袒的，有偏见的""。例如，在""We have only received a partial payment""（我们只收到了部分付款）中，""partial""的意思是""部分的""。而在""She has always been partial to her youngest child""（她一直偏爱她最小的孩子）中，""partial""的意思是""有偏见的""。</p>
<p><strong>列举例句</strong></p>
<ol>
<li>This is a partial list of the books recommended for reading. 这是推荐阅读书籍的部分清单。</li>
<li>She was accused of showing partiality. 她被指责有偏见。</li>
<li>She is partial to chocolate. 她特别喜爱巧克力。</li>
</ol>
<p><strong>词根分析</strong><br />
""Partial""来源于拉丁语中的 ""partialis""，其中的 ""part""表示""部分""。</p>
<p><strong>词缀分析</strong><br />
""Partial""是形容词，其中，""-ial"" 是后缀， 可以把词根变成形容词。比如：official，essential</p>
<p><strong>发展历史和文化背景</strong><br />
""Partial""作为“部分的”含义，出现在14世纪的英语中，直接来自拉丁语""partialis""。而“偏心的”的含义大约在1701年开始使用。</p>
<p><strong>单词变形</strong><br />
反义词: impartial - 不偏不倚的，公正的</p>
<p><strong>记忆辅助</strong><br />
""Partial""与""part"" 音似，并且两者都与""部分""有关，因此，可以通过联想这两个单词来记忆。</p>
<p><strong>小故事</strong><br />
Every year, Mary's best friend, Lily, throws a party. However, she only invites a partial list of their mutual friends. Mary always tells Lily that she should invite everyone instead of showing partiality. Every time, Lily just smiles and says she's just 'partial to' her closest friends.<br />
每年，Mary的最好朋友Lily都会举办一个派对。然而，她只邀请了一部分共同的朋友。Mary总是告诉Lily，她应该邀请所有人，而不是偏心。每次，Lily只是微笑说，她只是“偏爱”她最亲密的朋友。</p>"
